ID	s	d	TTL	size	genT
108	5	11	120	900	76
109	5	9	120	60	76
110	5	9	120	60	76
111	5	9	120	900	76
112	3	9	120	60	82
113	3	11	120	3000	82
114	2	10	120	60	82
115	5	11	120	900	82
116	0	6	120	60	82
117	0	6	120	2400	82
118	2	8	120	3000	82
119	2	10	120	900	82
120	4	10	120	60	82
121	3	9	120	60	82
122	1	7	120	2400	82
123	4	10	120	900	82
124	2	8	120	900	82
125	3	9	120	3000	82
126	3	11	120	900	82
127	3	9	120	3000	93
128	2	8	120	2400	93
129	5	9	120	900	93
130	2	8	120	60	93
131	0	6	120	900	93
132	5	11	120	2400	93
133	4	10	120	900	93
134	3	9	120	3000	93
135	1	7	120	2400	93
136	0	6	120	900	93
137	5	9	120	60	93
138	5	11	120	2400	93
139	4	8	120	2400	93
140	3	9	120	60	98
141	4	8	120	900	98
142	0	6	120	60	98
143	3	11	120	60	98
144	0	6	120	60	98
145	3	11	120	60	98
146	3	9	120	3000	98
147	2	8	120	900	98
148	0	6	120	60	98
149	2	10	120	900	98
150	3	9	120	60	98
151	3	11	120	900	98
152	5	11	120	60	98
153	5	9	120	900	98
154	2	10	120	60	113
155	0	6	120	3000	113
156	0	6	120	3000	113
157	2	8	120	60	113
158	4	10	120	900	113
159	3	11	120	900	113
160	2	10	120	2400	113
161	5	11	120	60	113
162	2	10	120	60	113
163	3	9	120	900	113
164	2	10	120	60	113
165	5	9	120	3000	113
166	5	11	120	900	113
167	5	11	120	60	113
168	3	9	120	60	113
169	3	9	120	900	123
170	2	8	120	3000	123
171	1	7	120	60	123
172	4	8	120	3000	123
173	3	11	120	2400	123
174	3	9	120	60	123
175	1	7	120	3000	123
176	3	9	120	60	123
177	3	9	120	900	123
178	5	11	120	60	123
179	3	11	120	60	123
180	3	9	120	900	134
181	3	7	120	900	134
182	5	11	120	900	134
183	1	7	120	900	134
184	5	7	120	900	134
185	4	8	120	3000	134
186	1	7	120	60	134
187	5	9	120	60	134
188	3	11	120	60	134
189	5	9	120	900	134
190	3	9	120	2400	134
191	4	8	120	60	134
192	3	9	120	2400	134
193	2	10	120	900	134
194	4	10	120	900	134
195	5	11	120	60	149
196	3	9	120	900	149
197	3	9	120	2400	149
198	0	6	120	60	149
199	3	11	120	2400	149
200	0	6	120	900	149
201	3	11	120	60	149
202	3	11	120	3000	149
203	5	9	120	900	149
204	3	9	120	3000	149
205	0	8	120	60	149
206	0	8	120	60	149
207	0	6	120	60	149
208	3	11	120	900	157
209	5	9	120	60	157
210	0	6	120	900	157
211	5	11	120	2400	157
212	3	11	120	60	157
213	3	11	120	900	157
214	5	9	120	900	157
215	0	6	120	60	157
216	5	11	120	3000	157
217	5	9	120	2400	157
218	5	9	120	900	157
219	3	9	120	900	157
220	3	9	120	60	157
221	0	6	120	900	157
222	5	11	120	900	157
223	5	11	120	3000	164
224	5	9	120	3000	164
225	3	9	120	60	164
226	2	10	120	900	164
227	2	8	120	60	164
228	0	6	120	60	164
229	2	10	120	3000	164
230	5	9	120	60	164
231	5	11	120	900	164
232	3	9	120	900	164
233	5	11	120	60	164
234	0	6	120	900	164
235	5	9	120	60	164
236	3	11	120	900	164
237	5	9	120	60	164
238	1	7	120	60	173
239	5	9	120	900	173
240	4	10	120	60	173
241	5	9	120	900	173
242	0	6	120	60	173
243	2	10	120	2400	173
244	0	6	120	900	173
245	1	7	120	3000	173
246	4	10	120	60	173
247	1	7	120	60	173
248	3	11	120	900	173
249	2	10	120	900	173
250	0	6	120	900	186
251	0	6	120	3000	186
252	2	8	120	900	186
253	1	7	120	60	186
254	4	10	120	60	186
255	2	10	120	2400	186
256	5	11	120	2400	186
257	5	11	120	60	186
258	3	9	120	900	186
259	5	9	120	900	186
260	2	10	120	60	186
261	4	8	120	3000	197
262	4	6	120	60	197
263	5	9	120	2400	197
264	3	11	120	900	197
265	4	10	120	60	197
266	5	9	120	900	197
267	5	9	120	900	197
268	3	9	120	2400	197
269	4	10	120	900	197
270	2	10	120	900	197
271	5	11	120	900	197
272	5	9	120	60	197
273	3	11	120	60	197
274	3	9	120	900	197
275	5	11	120	60	197
276	5	9	120	900	210
277	5	7	120	900	210
278	4	8	120	900	210
279	4	8	120	3000	210
280	0	6	120	60	210
281	4	10	120	900	210
282	4	10	120	60	210
283	4	10	120	3000	210
284	0	6	120	2400	210
285	0	6	120	900	210
286	5	11	120	900	210
287	3	11	120	900	217
288	5	9	120	2400	217
289	5	11	120	900	217
290	3	11	120	60	217
291	2	8	120	2400	217
292	2	10	120	900	217
293	4	10	120	900	217
294	5	11	120	2400	217
295	4	10	120	60	217
296	5	9	120	60	217
297	3	11	120	60	217
298	4	10	120	3000	217
299	0	6	120	2400	229
300	5	9	120	900	229
301	5	11	120	900	229
302	2	10	120	2400	229
303	5	11	120	60	229
304	0	8	120	900	229
305	4	8	120	60	229
306	0	6	120	60	229
307	5	9	120	60	229
308	3	11	120	900	229
309	0	6	120	900	229
