ID	s	d	TTL	size	genT
211	1	7	120	60	166
212	3	9	120	60	166
213	2	10	120	2400	166
214	3	9	120	900	166
215	3	11	120	60	166
216	2	10	120	900	166
217	3	9	120	60	166
218	5	11	120	3000	166
219	1	7	120	2400	166
220	3	11	120	3000	166
221	0	6	120	900	166
222	0	6	120	900	180
223	2	8	120	900	180
224	3	11	120	900	180
225	1	7	120	60	180
226	5	9	120	60	180
227	2	10	120	60	180
228	3	11	120	60	180
229	3	11	120	900	180
230	2	8	120	900	180
231	3	11	120	60	180
232	2	8	120	900	180
233	0	6	120	3000	180
234	5	9	120	900	180
235	3	11	120	60	180
236	5	11	120	3000	188
237	2	6	120	60	188
238	2	8	120	60	188
239	3	11	120	900	188
240	4	6	120	60	188
241	4	8	120	60	188
242	5	9	120	3000	188
243	3	9	120	60	188
244	3	9	120	2400	188
245	5	11	120	3000	188
246	5	11	120	60	188
247	3	11	120	900	188
248	2	8	120	900	188
249	3	9	120	900	188
250	1	7	120	3000	188
251	3	11	120	900	194
252	1	7	120	900	194
253	4	8	120	900	194
254	2	10	120	3000	194
255	5	9	120	3000	194
256	5	9	120	60	194
257	1	7	120	900	194
258	5	9	120	3000	194
259	4	6	120	900	194
260	5	9	120	900	194
261	1	7	120	60	194
262	5	9	120	60	194
263	4	6	120	900	194
264	4	8	120	60	201
265	3	9	120	900	201
266	5	11	120	900	201
267	5	7	120	60	201
268	1	7	120	900	201
269	5	9	120	60	201
270	5	9	120	900	201
271	5	11	120	60	201
272	5	9	120	3000	201
273	2	8	120	60	201
274	2	10	120	60	201
275	2	10	120	900	201
276	4	10	120	900	201
277	5	11	120	900	201
278	2	8	120	900	201
279	2	10	120	60	209
280	2	10	120	60	209
281	3	7	120	60	209
282	3	9	120	3000	209
283	0	6	120	900	209
284	4	8	120	60	209
285	5	9	120	60	209
286	2	10	120	900	209
287	5	11	120	60	209
288	2	8	120	900	209
289	4	10	120	60	209
290	3	11	120	900	209
291	4	8	120	60	209
292	4	10	120	60	209
293	3	9	120	900	216
294	4	8	120	60	216
295	5	9	120	60	216
296	0	6	120	2400	216
297	4	8	120	60	216
298	3	9	120	3000	216
299	5	9	120	60	216
300	3	11	120	900	216
301	5	9	120	3000	216
302	4	10	120	900	216
303	4	10	120	900	216
304	4	8	120	900	216
305	2	10	120	900	216
306	3	11	120	900	227
307	3	9	120	900	227
308	5	11	120	60	227
309	5	9	120	2400	227
310	3	11	120	900	227
311	2	10	120	60	227
312	5	9	120	900	227
313	0	6	120	60	227
314	5	9	120	60	227
315	2	8	120	900	227
316	0	6	120	900	227
317	3	9	120	900	227
318	5	9	120	60	227
319	0	6	120	900	232
320	3	9	120	60	232
321	3	9	120	60	232
322	5	11	120	60	232
323	5	9	120	2400	232
324	0	10	120	900	232
325	0	6	120	60	232
326	5	9	120	900	232
327	3	11	120	60	232
328	5	9	120	60	232
329	5	9	120	60	232
