ID	s	d	TTL	size	genT
135	2	10	120	900	117
136	1	7	120	900	117
137	5	11	120	900	117
138	2	8	120	900	117
139	3	9	120	900	122
140	1	7	120	900	122
141	2	8	120	3000	122
142	3	9	120	60	122
143	2	10	120	3000	122
144	1	7	120	3000	122
145	5	9	120	3000	122
146	3	9	120	60	122
147	4	10	120	60	122
148	5	11	120	900	122
149	1	7	120	900	133
150	1	7	120	60	133
151	5	7	120	900	133
152	1	7	120	60	133
153	4	8	120	2400	133
154	3	9	120	900	133
155	2	10	120	60	133
156	5	9	120	900	133
157	2	8	120	900	133
158	3	9	120	2400	133
159	3	7	120	60	133
160	5	9	120	900	145
161	5	11	120	60	145
162	3	11	120	900	145
163	5	9	120	60	145
164	0	10	120	60	145
165	0	8	120	900	145
166	5	9	120	900	145
167	5	9	120	3000	145
168	0	6	120	60	145
169	0	6	120	60	145
170	5	11	120	60	145
171	2	8	120	900	145
172	5	11	120	60	158
173	5	11	120	900	158
174	3	11	120	900	158
175	5	11	120	60	158
176	0	6	120	3000	158
177	3	11	120	60	158
178	0	6	120	2400	158
179	0	6	120	900	158
180	0	6	120	900	158
181	5	11	120	900	158
182	0	6	120	60	158
183	5	9	120	3000	158
184	3	11	120	60	158
185	2	10	120	60	165
186	5	11	120	900	165
187	2	10	120	900	165
188	3	11	120	900	165
189	1	7	120	900	165
190	0	6	120	900	165
191	3	9	120	900	165
192	5	9	120	60	165
193	3	9	120	60	165
194	5	9	120	900	165
195	3	11	120	900	165
196	2	10	120	60	172
197	2	10	120	900	172
198	5	11	120	60	172
199	0	6	120	900	172
200	5	11	120	900	172
201	0	6	120	900	172
202	1	7	120	60	172
203	1	7	120	60	172
204	5	11	120	3000	172
205	5	11	120	60	172
206	2	10	120	3000	172
207	2	10	120	60	179
208	4	10	120	60	179
209	2	8	120	3000	179
210	2	8	120	3000	179
211	3	11	120	60	179
212	3	9	120	3000	179
213	5	11	120	2400	179
214	0	6	120	60	179
215	3	9	120	60	179
216	2	10	120	60	179
217	3	9	120	900	179
218	4	8	120	60	179
219	5	9	120	60	190
220	4	10	120	60	190
221	5	11	120	60	190
222	4	10	120	900	190
223	4	6	120	900	190
224	5	11	120	60	190
225	5	9	120	900	190
226	5	11	120	60	190
227	1	7	120	60	190
228	5	9	120	2400	190
229	2	8	120	60	190
230	3	7	120	900	205
231	0	6	120	3000	205
232	2	10	120	3000	205
233	3	7	120	60	205
234	2	8	120	60	205
235	2	10	120	60	205
236	0	6	120	60	205
237	4	10	120	60	205
238	2	8	120	60	205
239	4	8	120	60	205
240	3	9	120	900	211
241	0	6	120	900	211
242	2	10	120	3000	211
243	5	7	120	900	211
244	2	10	120	60	211
245	4	10	120	900	211
246	5	9	120	900	211
247	4	8	120	3000	211
248	2	8	120	60	211
249	3	9	120	900	211
250	5	11	120	60	211
251	5	11	120	900	211
252	5	11	120	2400	226
253	0	8	120	60	226
254	5	11	120	60	226
255	3	9	120	60	226
256	3	9	120	60	226
257	3	11	120	60	226
258	2	10	120	900	226
259	3	9	120	60	226
260	0	8	120	2400	226
261	5	9	120	3000	226
262	2	10	120	900	226
263	2	8	120	60	226
264	5	11	120	900	226
265	0	6	120	60	232
266	3	9	120	60	232
267	0	6	120	60	232
268	2	10	120	900	232
269	3	11	120	60	232
270	5	11	120	60	232
271	5	11	120	3000	232
272	0	8	120	60	232
273	3	11	120	60	232
274	3	9	120	60	232
275	0	6	120	900	232
276	5	9	120	900	238
277	0	6	120	900	238
278	0	6	120	60	238
279	5	9	120	900	238
280	5	11	120	60	238
281	5	9	120	60	238
282	3	11	120	60	238
283	3	9	120	900	238
284	5	11	120	60	238
285	3	9	120	60	238
286	0	6	120	3000	238
287	3	9	120	2400	238
288	3	11	120	2400	238
289	5	11	120	2400	238
290	3	11	120	2400	238
